frame,sim_time,fwd_cmd,turn_cmd,left_valve_mA,right_valve_mA,left_valve_pos,right_valve_pos,left_flow,right_flow,left_rpm,right_rpm,left_vel,right_vel,heading,pid_out,pid_error,pid_p,pid_i,pid_d,left_eff
0,1.104,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.950
1,1.120,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.950
2,1.136,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.950
3,1.152,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.950
4,1.168,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.950
5,1.184,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.950
6,1.200,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.950
7,1.216,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.950
8,1.232,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.950
9,1.248,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.950
10,1.264,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.950
11,1.280,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.950
12,1.296,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.950
13,1.312,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.950
14,1.328,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.950
15,1.344,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.950
16,1.360,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.950
17,1.376,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.950
18,1.392,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.950
19,1.408,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.950
20,1.424,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.950
21,1.440,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.950
22,1.456,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.950
23,1.472,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.950
24,1.488,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.950
25,1.504,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.950
26,1.520,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.950
27,1.536,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.950
28,1.552,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.950
29,1.568,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.950
30,1.584,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.950
31,1.600,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.950
32,1.616,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.950
33,1.632,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.950
34,1.648,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.950
35,1.664,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.950
36,1.680,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.950
37,1.696,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.950
38,1.712,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.950
39,1.728,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.950
40,1.744,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.950
41,1.760,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.950
42,1.776,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.950
43,1.792,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.950
44,1.808,22.2,0.0,22.2,22.2,0.0000,0.0000,0.000,0.000,0.0,0.0,0.000,0.000,0.000,0.000,-0.000,-0.000,0.000,-0.000,0.950
45,1.824,22.2,0.0,22.2,22.2,0.0000,0.0000,0.000,0.000,0.0,0.0,0.000,0.000,0.000,0.000,-0.000,-0.000,0.000,0.000,0.950
46,1.840,22.2,0.0,22.2,22.2,0.0000,0.0000,0.000,0.000,0.0,0.0,0.000,0.000,0.000,0.000,-0.000,-0.000,0.000,0.000,0.950
47,1.856,22.2,0.0,22.2,22.2,0.0000,0.0000,0.000,0.000,0.0,0.0,0.000,0.000,0.000,0.000,-0.000,-0.000,0.000,0.000,0.950
48,1.872,22.2,0.0,22.2,22.2,0.0000,0.0000,0.000,0.000,0.0,0.0,0.000,0.000,0.000,0.000,-0.000,-0.000,0.000,0.000,0.950
49,1.888,44.4,0.0,44.4,44.4,0.0000,0.0000,0.000,0.000,0.0,0.0,0.000,0.000,0.000,0.000,-0.000,-0.000,0.000,0.000,0.950
50,1.904,88.9,0.0,88.9,88.9,0.0065,0.0065,0.074,0.082,0.1,0.1,0.001,0.001,-0.000,0.000,-0.000,-0.000,0.000,0.000,0.950
51,1.920,133.3,0.0,133.6,133.0,0.0193,0.0192,0.220,0.242,0.2,0.2,0.005,0.006,-0.000,0.312,0.000,0.139,0.000,0.173,0.950
52,1.936,166.7,0.0,167.7,165.7,0.0357,0.0353,0.406,0.443,0.5,0.5,0.012,0.013,-0.001,0.992,0.001,0.518,0.001,0.474,0.950
53,1.952,177.8,0.0,179.7,175.8,0.0514,0.0504,0.584,0.632,0.8,0.9,0.022,0.023,-0.002,1.937,0.001,1.148,0.001,0.788,0.950
54,1.968,188.9,0.0,191.8,186.0,0.0665,0.0646,0.754,0.811,1.3,1.4,0.033,0.036,-0.003,2.926,0.002,1.936,0.003,0.986,0.950
55,1.984,200.0,0.0,203.9,196.1,0.0810,0.0782,0.919,0.980,1.8,1.9,0.047,0.051,-0.005,3.893,0.003,2.804,0.005,1.084,0.950
56,2.000,211.1,0.0,215.9,206.3,0.0952,0.0912,1.078,1.143,2.4,2.6,0.063,0.068,-0.007,4.820,0.004,3.696,0.008,1.115,0.950
57,2.016,222.2,0.0,227.9,216.6,0.1090,0.1038,1.234,1.299,3.1,3.3,0.080,0.086,-0.009,5.664,0.005,4.565,0.012,1.087,0.950
58,2.032,233.3,0.0,239.8,226.9,0.1224,0.1160,1.385,1.450,3.8,4.0,0.099,0.105,-0.012,6.431,0.005,5.387,0.016,1.028,0.950
59,2.048,244.4,0.0,251.6,237.3,0.1356,0.1278,1.533,1.597,4.5,4.8,0.119,0.126,-0.015,7.122,0.006,6.147,0.021,0.954,0.950
60,2.064,244.4,0.0,252.2,236.7,0.1467,0.1376,1.657,1.719,5.3,5.6,0.140,0.147,-0.019,7.725,0.007,6.837,0.027,0.862,0.950
61,2.080,244.4,0.0,252.6,236.3,0.1560,0.1458,1.762,1.819,6.2,6.5,0.161,0.169,-0.022,8.192,0.007,7.427,0.032,0.733,0.950
62,2.096,255.6,0.0,264.1,247.0,0.1657,0.1543,1.870,1.925,7.0,7.3,0.182,0.191,-0.026,8.529,0.008,7.899,0.039,0.591,0.950
63,2.112,266.7,0.0,275.5,257.9,0.1757,0.1632,1.982,2.035,7.8,8.1,0.204,0.213,-0.030,8.813,0.008,8.285,0.045,0.482,0.950
64,2.128,277.8,0.0,286.9,268.7,0.1859,0.1725,2.096,2.149,8.7,9.0,0.227,0.235,-0.034,9.096,0.009,8.622,0.052,0.421,0.950
65,2.144,300.0,0.0,309.4,290.6,0.1981,0.1838,2.233,2.290,9.5,9.9,0.250,0.259,-0.038,9.389,0.009,8.936,0.059,0.393,0.950
66,2.160,322.2,0.0,332.0,312.4,0.2122,0.1970,2.391,2.454,10.5,10.8,0.274,0.284,-0.043,9.791,0.009,9.288,0.067,0.437,0.950
67,2.176,344.4,0.0,354.8,334.1,0.2275,0.2114,2.563,2.632,11.4,11.8,0.299,0.309,-0.047,10.332,0.010,9.716,0.075,0.542,0.950
68,2.192,344.4,0.0,355.4,333.5,0.2405,0.2235,2.709,2.782,12.4,12.8,0.325,0.336,-0.052,10.945,0.010,10.227,0.083,0.635,0.950
69,2.208,355.6,0.0,367.1,344.0,0.2532,0.2352,2.852,2.927,13.4,13.9,0.352,0.363,-0.058,11.542,0.011,10.769,0.091,0.682,0.950
70,2.224,355.6,0.0,367.6,343.5,0.2640,0.2449,2.972,3.047,14.5,14.9,0.379,0.391,-0.063,12.085,0.011,11.311,0.101,0.674,0.950
71,2.240,377.8,0.0,390.3,365.2,0.2767,0.2566,3.114,3.192,15.5,16.0,0.406,0.419,-0.069,12.567,0.012,11.819,0.110,0.638,0.950
72,2.256,377.8,0.0,390.9,364.7,0.2874,0.2663,3.234,3.312,16.6,17.1,0.434,0.447,-0.075,13.080,0.012,12.328,0.120,0.632,0.950
73,2.272,388.9,0.0,402.4,375.4,0.2982,0.2761,3.354,3.432,17.6,18.1,0.462,0.475,-0.081,13.536,0.013,12.805,0.130,0.601,0.950
74,2.288,388.9,0.0,402.8,374.9,0.3073,0.2842,3.455,3.532,18.7,19.2,0.489,0.503,-0.087,13.946,0.013,13.250,0.141,0.555,0.950
75,2.304,388.9,0.0,403.2,374.6,0.3149,0.2910,3.540,3.615,19.7,20.2,0.516,0.530,-0.093,14.281,0.014,13.641,0.152,0.489,0.950
76,2.320,388.9,0.0,403.4,374.4,0.3214,0.2965,3.611,3.682,20.7,21.3,0.542,0.556,-0.100,14.521,0.014,13.960,0.163,0.399,0.950
77,2.336,388.9,0.0,403.6,374.2,0.3267,0.3011,3.670,3.738,21.7,22.2,0.568,0.582,-0.106,14.680,0.014,14.202,0.174,0.303,0.950
78,2.352,388.9,0.0,403.7,374.1,0.3312,0.3050,3.719,3.784,22.6,23.2,0.592,0.606,-0.113,14.769,0.014,14.372,0.186,0.212,0.950
79,2.368,388.9,0.0,403.7,374.1,0.3350,0.3082,3.759,3.822,23.5,24.1,0.615,0.630,-0.120,14.804,0.014,14.476,0.197,0.130,0.950
80,2.384,388.9,0.0,403.7,374.1,0.3381,0.3108,3.793,3.854,24.3,24.9,0.637,0.652,-0.126,14.799,0.015,14.527,0.209,0.063,0.950
81,2.400,388.9,0.0,403.7,374.1,0.3407,0.3130,3.821,3.880,25.1,25.7,0.658,0.673,-0.133,14.767,0.015,14.536,0.220,0.011,0.950
82,2.416,388.9,0.0,403.6,374.2,0.3428,0.3149,3.844,3.902,25.9,26.5,0.678,0.692,-0.140,14.721,0.015,14.515,0.232,-0.026,0.950
83,2.432,388.9,0.0,403.6,374.2,0.3446,0.3165,3.863,3.920,26.6,27.2,0.697,0.711,-0.146,14.668,0.014,14.474,0.244,-0.050,0.950
84,2.448,411.1,0.0,425.7,396.5,0.3498,0.3215,3.920,3.982,27.3,27.9,0.715,0.730,-0.153,14.614,0.014,14.423,0.255,-0.064,0.950
85,2.464,433.3,0.0,448.1,418.6,0.3579,0.3293,4.011,4.079,28.0,28.6,0.734,0.748,-0.160,14.744,0.014,14.447,0.267,0.030,0.950
86,2.480,444.4,0.0,459.5,429.4,0.3665,0.3377,4.107,4.183,28.7,29.3,0.753,0.767,-0.166,15.066,0.015,14.599,0.278,0.189,0.950
87,2.496,466.7,0.0,482.2,451.2,0.3774,0.3482,4.230,4.314,29.5,30.1,0.772,0.788,-0.173,15.486,0.015,14.864,0.290,0.332,0.950
88,2.512,477.8,0.0,493.8,461.7,0.3885,0.3588,4.355,4.446,30.3,30.9,0.793,0.809,-0.181,16.060,0.015,15.261,0.303,0.497,0.950
89,2.528,500.0,0.0,516.7,483.3,0.4015,0.3712,4.501,4.600,31.1,31.7,0.814,0.831,-0.188,16.691,0.016,15.755,0.315,0.621,0.950
90,2.544,500.0,0.0,517.4,482.6,0.4125,0.3815,4.625,4.727,32.0,32.6,0.837,0.854,-0.196,17.411,0.016,16.347,0.328,0.736,0.950
91,2.560,511.1,0.0,529.2,493.0,0.4236,0.3917,4.749,4.854,32.8,33.5,0.859,0.877,-0.204,18.081,0.017,16.966,0.342,0.774,0.950
92,2.576,522.2,0.0,540.9,503.5,0.4348,0.4020,4.875,4.982,33.7,34.4,0.883,0.901,-0.212,18.704,0.018,17.580,0.356,0.768,0.950
93,2.592,533.3,0.0,552.6,514.0,0.4461,0.4124,5.002,5.110,34.6,35.3,0.906,0.925,-0.221,19.303,0.018,18.181,0.370,0.752,0.950
94,2.608,544.4,0.0,564.3,524.6,0.4575,0.4227,5.129,5.239,35.6,36.3,0.931,0.950,-0.230,19.873,0.019,18.762,0.385,0.725,0.950
95,2.624,555.6,0.0,576.0,535.1,0.4689,0.4331,5.257,5.367,36.5,37.3,0.956,0.975,-0.239,20.421,0.019,19.319,0.401,0.701,0.950
96,2.640,555.6,0.0,576.5,534.6,0.4785,0.4417,5.364,5.473,37.5,38.2,0.980,1.001,-0.248,20.924,0.020,19.848,0.417,0.660,0.950
97,2.656,555.6,0.0,576.9,534.2,0.4865,0.4488,5.454,5.560,38.4,39.2,1.005,1.026,-0.258,21.337,0.020,20.317,0.433,0.587,0.950
98,2.672,555.6,0.0,577.2,533.9,0.4933,0.4547,5.529,5.632,39.3,40.1,1.029,1.050,-0.267,21.633,0.021,20.704,0.450,0.480,0.950
99,2.688,566.7,0.0,588.5,544.8,0.5009,0.4613,5.613,5.714,40.2,41.0,1.053,1.075,-0.277,21.841,0.021,21.001,0.466,0.373,0.950
100,2.704,588.9,0.0,610.9,566.8,0.5109,0.4706,5.725,5.829,41.2,42.0,1.077,1.099,-0.287,22.043,0.021,21.250,0.483,0.310,0.950
